,GEO_ID,NAME,unemp_rate,med_hh_inc,mean_hh_inc
525,0500000US37193,"Wilkes County, North Carolina",6.9,43466.0,63537.0
526,0500000US37195,"Wilson County, North Carolina",6.6,42769.0,59891.0
527,0500000US38015,"Burleigh County, North Dakota",1.8,71172.0,88539.0
528,0500000US38017,"Cass County, North Dakota",2.6,62418.0,93453.0
529,0500000US38035,"Grand Forks County, North Dakota",5.1,52853.0,70928.0
530,0500000US38101,"Ward County, North Dakota",3.1,65719.0,74018.0
531,0500000US39003,"Allen County, Ohio",4.8,49063.0,63196.0
532,0500000US39007,"Ashtabula County, Ohio",8.5,46349.0,60364.0
533,0500000US39009,"Athens County, Ohio",7.9,36944.0,52960.0
534,0500000US39013,"Belmont County, Ohio",4.4,50250.0,63469.0
535,0500000US39017,"Butler County, Ohio",4.4,60589.0,81404.0
536,0500000US39023,"Clark County, Ohio",7.4,49875.0,62017.0
537,0500000US39025,"Clermont County, Ohio",3.3,64526.0,82890.0
538,0500000US39029,"Columbiana County, Ohio",4.7,43745.0,59305.0
539,0500000US39035,"Cuyahoga County, Ohio",6.9,49910.0,75460.0
540,0500000US39041,"Delaware County, Ohio",3.5,99881.0,130488.0
541,0500000US39043,"Erie County, Ohio",3.6,49751.0,68826.0
542,0500000US39045,"Fairfield County, Ohio",3.1,67144.0,83773.0
543,0500000US39049,"Franklin County, Ohio",4.6,60373.0,81791.0
544,0500000US39055,"Geauga County, Ohio",2.2,82784.0,120376.0
545,0500000US39057,"Greene County, Ohio",5.6,67680.0,90572.0
546,0500000US39061,"Hamilton County, Ohio",3.9,57189.0,83983.0
547,0500000US39063,"Hancock County, Ohio",4.0,60788.0,77579.0
548,0500000US39081,"Jefferson County, Ohio",6.6,40308.0,64461.0
549,0500000US39085,"Lake County, Ohio",3.9,65835.0,83949.0
550,0500000US39089,"Licking County, Ohio",3.7,67784.0,83731.0
551,0500000US39093,"Lorain County, Ohio",3.8,58613.0,78048.0
552,0500000US39095,"Lucas County, Ohio",6.6,47360.0,66196.0
553,0500000US39099,"Mahoning County, Ohio",9.1,47962.0,67418.0
554,0500000US39101,"Marion County, Ohio",4.2,43008.0,54542.0
555,0500000US39103,"Medina County, Ohio",2.4,75786.0,95224.0
