,GEO_ID,NAME,afr_amer,amer_ind,asian,latino,white
507,0500000US37125,"Moore County, North Carolina",0,1649,0,89610,1234
508,0500000US37127,"Nash County, North Carolina",0,845,0,87644,3354
509,0500000US37129,"New Hanover County, North Carolina",0,2161,0,211473,2460
510,0500000US37133,"Onslow County, North Carolina",0,3350,0,164373,5764
511,0500000US37135,"Orange County, North Carolina",0,11270,837,129926,2857
512,0500000US37147,"Pitt County, North Carolina",0,2983,0,166210,4584
513,0500000US37151,"Randolph County, North Carolina",0,1463,0,127450,9576
514,0500000US37155,"Robeson County, North Carolina",0,958,0,121782,6453
515,0500000US37157,"Rockingham County, North Carolina",0,618,0,85730,1150
516,0500000US37159,"Rowan County, North Carolina",0,1104,0,128133,5731
517,0500000US37161,"Rutherford County, North Carolina",0,744,0,63613,0
518,0500000US37171,"Surry County, North Carolina",0,406,0,64685,2561
519,0500000US37179,"Union County, North Carolina",0,5792,0,201689,2453
520,0500000US37183,"Wake County, North Carolina",0,69541,3897,941664,43909
521,0500000US37191,"Wayne County, North Carolina",0,1539,0,109870,1126
522,0500000US37193,"Wilkes County, North Carolina",0,1232,0,64456,1947
523,0500000US37195,"Wilson County, North Carolina",0,208,0,73459,4931
524,0500000US38015,"Burleigh County, North Dakota",0,714,0,92287,0
525,0500000US38017,"Cass County, North Dakota",0,4496,322,170574,1265
526,0500000US38035,"Grand Forks County, North Dakota",0,1802,0,68225,0
527,0500000US38101,"Ward County, North Dakota",0,865,0,65934,1717
528,0500000US39003,"Allen County, Ohio",0,917,0,100672,1531
529,0500000US39007,"Ashtabula County, Ohio",0,492,0,94188,222
530,0500000US39009,"Athens County, Ohio",0,1250,0,64931,519
531,0500000US39013,"Belmont County, Ohio",0,0,0,68043,360
532,0500000US39017,"Butler County, Ohio",0,10086,417,360156,4183
533,0500000US39023,"Clark County, Ohio",0,393,0,130322,1105
534,0500000US39025,"Clermont County, Ohio",0,2833,0,199298,610
535,0500000US39029,"Columbiana County, Ohio",0,0,0,102001,1446
536,0500000US39035,"Cuyahoga County, Ohio",0,35357,3022,1177892,25733
537,0500000US39041,"Delaware County, Ohio",0,11311,585,191444,988
538,0500000US39043,"Erie County, Ohio",0,620,0,71825,932
539,0500000US39045,"Fairfield County, Ohio",0,1560,0,149359,1510
540,0500000US39049,"Franklin County, Ohio",0,62789,5183,1197299,18271
541,0500000US39055,"Geauga County, Ohio",0,0,0,92751,0
542,0500000US39057,"Greene County, Ohio",0,4902,0,160157,1838
543,0500000US39061,"Hamilton County, Ohio",0,21398,845,784144,12649
544,0500000US39063,"Hancock County, Ohio",0,1412,0,71857,1757
545,0500000US39081,"Jefferson County, Ohio",0,0,0,65769,0
546,0500000US39085,"Lake County, Ohio",0,3153,0,219035,2959
547,0500000US39089,"Licking County, Ohio",0,2087,0,169086,0
548,0500000US39093,"Lorain County, Ohio",0,2735,0,276408,6516
549,0500000US39095,"Lucas County, Ohio",0,6710,971,402521,14722
550,0500000US39099,"Mahoning County, Ohio",0,2048,0,217083,2322
551,0500000US39101,"Marion County, Ohio",0,0,0,63417,0
552,0500000US39103,"Medina County, Ohio",0,1651,0,173631,1098
553,0500000US39109,"Miami County, Ohio",0,1294,0,102999,809
554,0500000US39113,"Montgomery County, Ohio",0,11335,787,516329,3542
555,0500000US39119,"Muskingum County, Ohio",0,0,0,85128,850
556,0500000US39133,"Portage County, Ohio",0,2837,0,159124,550
557,0500000US39139,"Richland County, Ohio",0,821,0,118909,924
558,0500000US39141,"Ross County, Ohio",0,0,0,76054,162
559,0500000US39145,"Scioto County, Ohio",0,0,0,74106,252
560,0500000US39151,"Stark County, Ohio",0,3682,325,366273,3343
561,0500000US39153,"Summit County, Ohio",0,17116,465,529625,1937
562,0500000US39155,"Trumbull County, Ohio",0,860,0,198347,494
563,0500000US39157,"Tuscarawas County, Ohio",0,0,0,89996,0
564,0500000US39165,"Warren County, Ohio",0,12734,658,220902,1898
565,0500000US39169,"Wayne County, Ohio",0,1265,0,114225,1839
566,0500000US39173,"Wood County, Ohio",0,1938,0,123074,2392
567,0500000US40017,"Canadian County, Oklahoma",0,4298,0,125101,6434
568,0500000US40027,"Cleveland County, Oklahoma",0,12864,1255,255246,4282
569,0500000US40031,"Comanche County, Oklahoma",0,2645,768,106661,3586
570,0500000US40037,"Creek County, Oklahoma",0,249,0,68466,282
571,0500000US40101,"Muskogee County, Oklahoma",0,513,0,65307,1838
572,0500000US40109,"Oklahoma County, Oklahoma",0,24246,852,649955,27273
573,0500000US40119,"Payne County, Oklahoma",0,3866,0,77307,429
574,0500000US40125,"Pottawatomie County, Oklahoma",0,578,0,68732,890
575,0500000US40131,"Rogers County, Oklahoma",0,1044,0,87706,1301
576,0500000US40143,"Tulsa County, Oklahoma",0,21241,1698,563867,29622
577,0500000US40145,"Wagoner County, Oklahoma",0,951,0,73131,1459
578,0500000US41003,"Benton County, Oregon",0,5884,232,82875,1185
579,0500000US41005,"Clackamas County, Oregon",0,16159,856,373647,9320
580,0500000US41017,"Deschutes County, Oregon",0,1730,0,167177,4221
581,0500000US41019,"Douglas County, Oregon",0,1026,0,102385,827
582,0500000US41029,"Jackson County, Oregon",0,2803,637,189507,8727
583,0500000US41033,"Josephine County, Oregon",0,657,0,79642,0
584,0500000US41035,"Klamath County, Oregon",0,702,0,58120,1793
585,0500000US41039,"Lane County, Oregon",0,9597,1466,337928,7866
586,0500000US41043,"Linn County, Oregon",0,1299,0,112000,4649
587,0500000US41047,"Marion County, Oregon",0,6959,259,248144,25161
588,0500000US41051,"Multnomah County, Oregon",211,56252,2851,708945,18232
589,0500000US41053,"Polk County, Oregon",0,1362,0,70619,1806
590,0500000US41059,"Umatilla County, Oregon",0,266,0,56289,2468
591,0500000US41067,"Washington County, Oregon",0,58739,4399,486737,41149
592,0500000US41071,"Yamhill County, Oregon",0,1804,0,88516,4013
593,0500000US42001,"Adams County, Pennsylvania",0,426,0,95075,3838
594,0500000US42003,"Allegheny County, Pennsylvania",0,43283,4496,1200476,7544
595,0500000US42005,"Armstrong County, Pennsylvania",0,0,0,65985,0
596,0500000US42007,"Beaver County, Pennsylvania",0,551,0,164884,915
597,0500000US42011,"Berks County, Pennsylvania",0,5504,367,331762,17299
598,0500000US42013,"Blair County, Pennsylvania",0,844,0,123113,0
599,0500000US42017,"Bucks County, Pennsylvania",0,30721,2765,593721,9425
600,0500000US42019,"Butler County, Pennsylvania",0,2478,0,184197,811
601,0500000US42021,"Cambria County, Pennsylvania",0,515,0,132589,1052
602,0500000US42025,"Carbon County, Pennsylvania",0,0,0,60780,0
603,0500000US42027,"Centre County, Pennsylvania",0,8766,668,156750,1627
604,0500000US42029,"Chester County, Pennsylvania",0,25578,1758,478579,9534
605,0500000US42033,"Clearfield County, Pennsylvania",0,390,0,78649,336
606,0500000US42037,"Columbia County, Pennsylvania",0,781,0,64630,903
607,0500000US42039,"Crawford County, Pennsylvania",0,314,0,85185,549
608,0500000US42041,"Cumberland County, Pennsylvania",0,10925,1952,239335,5209
609,0500000US42043,"Dauphin County, Pennsylvania",0,11959,589,249214,8119
